iter	RMSE
1513	0.523978819
1514	0.5239591503
1515	0.5239387869
1516	0.5239116899
1517	0.5238893484
1518	0.523855688
1519	0.5238334856
1520	0.523802395
1521	0.5237842518
1522	0.5237498977
1523	0.5237176617
1524	0.5236879591
1525	0.5236524435
1526	0.5236252139
1527	0.5235911468
1528	0.5235624353
1529	0.5235393364
1530	0.52351237
1531	0.5234832382
1532	0.5234441812
1533	0.5234224455
1534	0.5234019448
1535	0.5233658486
1536	0.5233320985
1537	0.5233127248
1538	0.5232821804
1539	0.5232551316
1540	0.5232325218
1541	0.5232022898
1542	0.5231666189
1543	0.5231386112
1544	0.5231059222
1545	0.5230738242
1546	0.5230531789
1547	0.5230270477
1548	0.5229854932
1549	0.5229480003
1550	0.5229251114
1551	0.5229005593
1552	0.5228800184
1553	0.5228516508
1554	0.522823535
1555	0.5227966137
1556	0.5227754754
1557	0.522754093
1558	0.5227340456
1559	0.5226980203
1560	0.5226720794
1561	0.5226531095
1562	0.5226220857
1563	0.5225942612
1564	0.5225702483
1565	0.5225317156
1566	0.5224954909
1567	0.5224678724
1568	0.522434275
1569	0.5223992148
1570	0.5223800892
1571	0.5223574019
1572	0.5223301636
1573	0.5223081915
1574	0.5222823313
1575	0.5222547639
1576	0.5222318519
1577	0.5221963974
1578	0.5221703979
1579	0.522153075
1580	0.522136658
1581	0.5221205661
1582	0.5220942531
1583	0.5220778351
1584	0.5220585313
1585	0.5220434023
1586	0.5220082329
1587	0.5219814103
1588	0.521953155
1589	0.5219335006
1590	0.5219023613
1591	0.5218786454
1592	0.5218474478
1593	0.5218140726
1594	0.521794432
1595	0.5217642502
1596	0.5217354537
1597	0.5217066989
1598	0.5216911212
1599	0.5216649983
1600	0.5216360551
1601	0.5215978703
1602	0.5215711788
1603	0.5215531877
1604	0.5215322809
1605	0.5215141678
1606	0.5214866874
1607	0.5214687025
1608	0.5214372292
1609	0.5214156708
1610	0.52140098
1611	0.5213742259
1612	0.521338989
1613	0.5213272652
1614	0.5213090568
1615	0.5212765556
1616	0.5212366704
1617	0.5212197518
1618	0.5211925531
1619	0.5211600682
1620	0.5211375808
1621	0.5211071177
1622	0.5210899795
1623	0.5210682354
1624	0.521048976
1625	0.5210334549
1626	0.5210087606
1627	0.5209856847
1628	0.5209454649
1629	0.5209204042
1630	0.520897581
1631	0.5208618892
1632	0.520837679
1633	0.5208197119
1634	0.5208001753
1635	0.5207813545
1636	0.5207621296
1637	0.5207286951
1638	0.5206909161
1639	0.5206633103
1640	0.5206405578
1641	0.5206022408
1642	0.5205746498
1643	0.5205636724
1644	0.5205437906
1645	0.5205201767
1646	0.5205005871
1647	0.5204781882
1648	0.5204523537
1649	0.5204294545
1650	0.5203973826
1651	0.5203582908
1652	0.5203373687
1653	0.5203217475
1654	0.5202948789
1655	0.5202748348
1656	0.5202500434
1657	0.5202130797
1658	0.5201768291
1659	0.5201534706
1660	0.5201255338
1661	0.5201059201
1662	0.5200864655
1663	0.5200578392
1664	0.5200355839
1665	0.5200042738
1666	0.519977733
1667	0.5199457945
1668	0.519924963
1669	0.5199018689
1670	0.5198638142
1671	0.5198204247
1672	0.5197997132
1673	0.5197735841
1674	0.5197531307
1675	0.5197233724
1676	0.5196802908
1677	0.5196600146
1678	0.5196404346
1679	0.5196102625
1680	0.5195869441
1681	0.5195687421
1682	0.5195490146
1683	0.519519977
1684	0.5195021559
1685	0.5194819193
1686	0.5194607512
1687	0.519430379
1688	0.519408255
1689	0.5193791037
1690	0.5193614739
1691	0.5193373326
1692	0.5193116108
1693	0.5192774756
1694	0.5192344881
1695	0.5192157812
1696	0.5191904075
1697	0.5191666704
1698	0.5191457673
1699	0.5191282678
1700	0.5191048105
1701	0.5190739765
1702	0.5190523405
1703	0.5190324571
1704	0.5190076354
1705	0.5189853791
1706	0.5189584962
1707	0.5189342147
1708	0.5189075786
1709	0.5188851074
1710	0.5188612991
1711	0.5188270139
1712	0.5187851328
1713	0.5187553708
1714	0.5187289132
1715	0.518710275
1716	0.5186943655
1717	0.5186638204
1718	0.518635048
1719	0.5186175752
1720	0.5185959171
1721	0.518575844
1722	0.5185599122
1723	0.518540534
1724	0.518508499
1725	0.5185004363
1726	0.5184769552
1727	0.5184523062
1728	0.5184167213
1729	0.5183935529
1730	0.5183768656
1731	0.5183596944
1732	0.5183418503
1733	0.5183138217
1734	0.5182968032
1735	0.5182577331
1736	0.5182395894
1737	0.5182117886
1738	0.518181454
1739	0.5181381464
1740	0.5181168528
1741	0.5180986684
1742	0.5180855652
1743	0.5180535128
1744	0.5180295895
1745	0.5180075652
1746	0.5179790866
1747	0.5179512872
1748	0.5179304483
1749	0.5179062452
1750	0.5178695845
1751	0.5178449095
1752	0.5178278902
1753	0.5177967177
1754	0.5177646645
1755	0.5177504169
1756	0.5177356583
1757	0.517710572
1758	0.517675558
1759	0.5176598541
1760	0.5176413696
1761	0.5175989445
1762	0.5175774056
1763	0.5175604016
1764	0.5175134717
1765	0.51748677
1766	0.5174521734
1767	0.5174173273
1768	0.5173835959
1769	0.5173588302
1770	0.517339951
1771	0.5173108187
1772	0.5172860912
1773	0.5172498997
1774	0.5172257725
1775	0.5172025489
1776	0.5171758581
1777	0.5171444758
1778	0.5171242786
1779	0.5170966616
1780	0.5170754088
1781	0.5170588704
1782	0.5170354482
1783	0.5170187891
1784	0.5169733758
1785	0.5169376626
1786	0.5169115552
1787	0.5168795759
1788	0.5168535729
1789	0.5168328674
1790	0.5168150078
1791	0.5168031041
1792	0.5167815759
1793	0.5167654946
1794	0.516742604
1795	0.5167187079
1796	0.5166904406
1797	0.5166649951
1798	0.5166485949
1799	0.5166265197
1800	0.5166083907
1801	0.5165916322
1802	0.516567815
1803	0.5165524959
1804	0.5165152032
1805	0.5164869256
1806	0.5164623262
1807	0.5164209292
1808	0.5163950985
1809	0.5163785771
1810	0.5163504727
1811	0.5163280589
1812	0.5162995556
1813	0.5162721569
1814	0.5162400584
1815	0.5162112157
1816	0.5161685604
1817	0.5161373695
1818	0.5161107945
1819	0.5160865394
1820	0.5160596489
1821	0.5160214375
1822	0.5159968318
1823	0.5159806074
1824	0.5159456174
1825	0.5159110155
1826	0.5158945388
1827	0.5158742693
1828	0.5158375258
1829	0.5158135665
1830	0.5157924823
1831	0.5157677198
1832	0.515745619
1833	0.5157178009
1834	0.5156971992
1835	0.5156817262
1836	0.5156530189
1837	0.5156201466
1838	0.515609146
1839	0.5155902566
1840	0.5155734227
1841	0.5155572866
1842	0.5155401677
1843	0.5155175825
1844	0.515491339
1845	0.5154606714
1846	0.5154330604
1847	0.5154130958
1848	0.5153899714
1849	0.515362144
1850	0.5153406122
1851	0.5153263661
1852	0.5153000334
1853	0.5152798633
1854	0.5152623203
1855	0.5152461265
1856	0.5152288198
1857	0.5151824779
1858	0.5151592279
1859	0.515130893
1860	0.5151087552
1861	0.5150784929
1862	0.5150419747
1863	0.5150191638
1864	0.5149901253
1865	0.5149633331
1866	0.5149509647
1867	0.5149327027
1868	0.5149190262
1869	0.5148922555
1870	0.5148783503
1871	0.5148535926
1872	0.5148300441
1873	0.5148137586
1874	0.5147953837
1875	0.5147727582
1876	0.514756421
1877	0.5147380048
1878	0.5146986426
1879	0.5146704804
1880	0.5146546004
1881	0.5146288897
1882	0.5145929047
1883	0.5145774371
1884	0.5145576059
1885	0.5145294946
1886	0.5145156263
1887	0.5144836318
1888	0.5144702449
1889	0.5144517726
1890	0.5144285929
1891	0.5144046255
1892	0.5143765672
1893	0.5143526991
1894	0.5143426423
1895	0.514312924
1896	0.5142885682
1897	0.5142615701
1898	0.5142413986
1899	0.5142101153
1900	0.5141870788
1901	0.5141701202
1902	0.5141311443
1903	0.5141094527
1904	0.5140883479
1905	0.5140736371
1906	0.5140596818
1907	0.5140429478
1908	0.5140182723
1909	0.5140018568
1910	0.5139662318
1911	0.5139385507
1912	0.5139133297
1913	0.5138894736
1914	0.51385919
1915	0.513832839
1916	0.5138001669
1917	0.5137769226
1918	0.5137610947
1919	0.5137406463
1920	0.5137182756
1921	0.5136938456
1922	0.5136714223
1923	0.5136392175
1924	0.5136058966
1925	0.5135874381
1926	0.5135633562
1927	0.513543203
1928	0.5135187198
1929	0.5135043629
1930	0.5134867613
1931	0.5134543873
1932	0.5134298921
1933	0.5134116611
1934	0.5133930089
1935	0.5133667067
1936	0.5133330536
1937	0.5133052537
1938	0.5132771054
1939	0.5132451583
1940	0.513229223
1941	0.5132066639
1942	0.5131805719
1943	0.5131565664
1944	0.5131365701
1945	0.5131206542
1946	0.5131007178
1947	0.5130587971
1948	0.5130241071
1949	0.5130039763
1950	0.5129842259
1951	0.512968944
1952	0.5129413663
1953	0.5129175119
1954	0.5128960449
1955	0.5128737239
1956	0.5128361589
1957	0.5128195962
1958	0.512801313
1959	0.5127868339
1960	0.5127669224
1961	0.5127489316
1962	0.5127352856
1963	0.5127179118
1964	0.5126833167
1965	0.5126514524
1966	0.5126323589
1967	0.5126149047
1968	0.5126002501
1969	0.5125678815
1970	0.5125372353
1971	0.512513467
1972	0.5124974311
1973	0.5124752636
1974	0.5124497322
1975	0.5124215853
1976	0.5124044634
1977	0.5123787305
1978	0.5123551966
1979	0.5123325055
1980	0.512308897
1981	0.512284279
1982	0.5122466281
1983	0.5122250462
1984	0.5122016611
1985	0.512165398
1986	0.5121367392
1987	0.5121026535
1988	0.5120771096
1989	0.5120439162
1990	0.5120148998
1991	0.5120031846
1992	0.5119846525
1993	0.5119479112
1994	0.5119246754
1995	0.511911041
1996	0.5118856573
1997	0.51186872
1998	0.5118384083
1999	0.5118199143
2000	0.5118003734
2001	0.5117716219
2002	0.5117450962
2003	0.5117172867
2004	0.511696221
2005	0.5116814202
2006	0.511655704
2007	0.5116344388
2008	0.5116077922
2009	0.5115875344
2010	0.5115655562
2011	0.511540644
2012	0.5115240337
2013	0.5115148006
2014	0.5114953164
2015	0.5114725842
2016	0.5114511123
2017	0.5114201337
2018	0.5114037106
2019	0.5113787466
2020	0.5113454731
2021	0.5113210676
2022	0.5112995861
2023	0.5112755423
2024	0.5112577808
2025	0.511239725
2026	0.5112113279
2027	0.5111971281
2028	0.5111819053
2029	0.5111543429
2030	0.5111401431
2031	0.511116736
2032	0.5111048455
2033	0.511078438
2034	0.5110568515
2035	0.5110407724
2036	0.5110073752
2037	0.5109813034
2038	0.5109546591
2039	0.5109388783
2040	0.5109237578
2041	0.5109053073
2042	0.5108863848
2043	0.5108730752
2044	0.5108436928
2045	0.5108174935
2046	0.5107944088
2047	0.5107712888
2048	0.5107392081
2049	0.5107174944
2050	0.5106980656
2051	0.510671497
2052	0.5106515384
2053	0.5106338418
2054	0.5105989886
2055	0.5105854551
2056	0.510562672
2057	0.5105329286
2058	0.5105169839
2059	0.5104975823
2060	0.5104765482
2061	0.5104496099
2062	0.5104273196
2063	0.5103943629
2064	0.5103765727
2065	0.5103595194
2066	0.5103312976
2067	0.5103057353
2068	0.5102911191
2069	0.5102741723
2070	0.5102566167
2071	0.5102179668
2072	0.5101981357
2073	0.5101650807
2074	0.5101412722
2075	0.5101177572
2076	0.5101009223
2077	0.5100707316
2078	0.5100396173
2079	0.5100128142
2080	0.5099957634
2081	0.5099614018
2082	0.5099394388
2083	0.5099147998
2084	0.5098996441
2085	0.5098841315
2086	0.5098694625
2087	0.5098412669
2088	0.5098301785
2089	0.5098001642
2090	0.5097854836
2091	0.5097663915
2092	0.5097438732
2093	0.5097227607
2094	0.5097082082
2095	0.5096929981
2096	0.5096774983
2097	0.509663903
2098	0.509651001
2099	0.5096197022
2100	0.5095948066
2101	0.509578684
2102	0.5095520332
2103	0.5095371976
2104	0.5095071631
2105	0.5094865786
2106	0.5094500994
2107	0.509415293
2108	0.5093871713
2109	0.5093551447
2110	0.5093307095
2111	0.5093083059
2112	0.5092914971
2113	0.5092737559
2114	0.5092542568
2115	0.5092246831
2116	0.5092091989
2117	0.5091827471
2118	0.5091734612
2119	0.5091456821
2120	0.5091256521
2121	0.5091092707
2122	0.5090916208
2123	0.5090686558
2124	0.5090432886
2125	0.5090191586
2126	0.5089874912
2127	0.508960407
2128	0.5089305466
2129	0.5089058715
2130	0.5088812279
2131	0.5088552532
2132	0.5088320455
2133	0.5088200509
2134	0.5087989122
2135	0.5087706396
2136	0.5087535795
2137	0.5087419776
2138	0.5087256415
2139	0.5087030506
2140	0.5086780327
2141	0.5086477691
2142	0.5086203821
2143	0.5085962143
2144	0.5085711277
2145	0.5085566946
2146	0.5085304211
2147	0.5085066991
2148	0.5084761215
2149	0.5084548681
2150	0.5084313289
2151	0.5084018815
2152	0.5083823554
2153	0.5083698646
2154	0.508357761
2155	0.5083325463
2156	0.5082938977
2157	0.5082632834
2158	0.5082480445
2159	0.5082277397
2160	0.5081958391
2161	0.5081730844
2162	0.5081576877
2163	0.5081278842
2164	0.5081026226
2165	0.508078833
2166	0.5080559559
2167	0.508034372
2168	0.5080006346
2169	0.5079919547
2170	0.5079655425
2171	0.507944243
2172	0.5079154014
2173	0.5078859962
2174	0.5078692386
2175	0.5078475629
2176	0.5078320576
2177	0.5078212536
2178	0.5078028509
2179	0.5077867313
2180	0.507763597
2181	0.5077400199
2182	0.5077128487
2183	0.5076903076
2184	0.5076734118
2185	0.5076415022
2186	0.5076253293
2187	0.5075913972
2188	0.5075732681
2189	0.5075446865
2190	0.507524961
2191	0.5075040912
2192	0.5074893211
2193	0.5074570546
2194	0.5074301348
2195	0.5074146011
2196	0.5074001117
2197	0.5073804538
2198	0.5073628635
2199	0.5073437573
2200	0.50731163
2201	0.5072856175
2202	0.507266233
2203	0.5072516983
2204	0.5072411322
2205	0.5072144759
2206	0.5071990641
2207	0.5071809147
2208	0.5071654573
2209	0.5071445541
2210	0.5071197571
2211	0.5070876726
2212	0.5070721809
2213	0.5070540188
2214	0.5070213684
2215	0.5070063158
2216	0.5069876875
2217	0.5069592488
2218	0.5069378999
2219	0.5069175115
2220	0.5069046408
2221	0.5068902585
2222	0.5068747112
2223	0.5068536075
2224	0.5068264929
2225	0.5068115609
2226	0.5067938577
2227	0.5067562172
2228	0.5067444803
2229	0.5067260496
2230	0.5067136241
2231	0.506698264
2232	0.5066809643
2233	0.5066472895
2234	0.5066263081
2235	0.5066083034
2236	0.5065941892
2237	0.5065768088
2238	0.5065577822
2239	0.5065319259
2240	0.5065164879
2241	0.5064866915
2242	0.5064659113
2243	0.5064524877
2244	0.5064364047
2245	0.5064168045
2246	0.5063996868
2247	0.5063671018
2248	0.5063502094
2249	0.5063300431
2250	0.5063072018
2251	0.5062794383
2252	0.5062456193
2253	0.5062222963
2254	0.5062031795
2255	0.5061839266
2256	0.5061556733
2257	0.5061387166
2258	0.5061180945
2259	0.5061038934
2260	0.506080533
2261	0.5060647858
2262	0.506044587
2263	0.5060246912
2264	0.5060080176
2265	0.5059877828
2266	0.5059509391
2267	0.5059298966
2268	0.5059107051
2269	0.5058970369
2270	0.5058800478
2271	0.5058561199
2272	0.5058310415
2273	0.5057994925
2274	0.5057793408
2275	0.505758734
2276	0.5057391692
2277	0.5057066693
2278	0.5056846123
2279	0.5056599684
2280	0.5056368402
2281	0.5056104877
2282	0.5056000185
2283	0.5055805676
2284	0.5055601011
2285	0.5055462047
2286	0.5055260748
2287	0.5054973431
2288	0.5054834535
2289	0.505455819
2290	0.5054288428
2291	0.5054070006
2292	0.5053980849
2293	0.50538573
2294	0.5053671458
2295	0.5053293909
2296	0.5053104878
2297	0.5052886322
2298	0.5052667276
2299	0.5052430951
2300	0.5052241624
2301	0.5051983815
2302	0.505170998
2303	0.5051548691
2304	0.5051287709
2305	0.5051092686
2306	0.5050878385
2307	0.5050655025
2308	0.5050338282
2309	0.5050011777
2310	0.5049862007
2311	0.5049680459
2312	0.5049585459
2313	0.5049354113
2314	0.5049078145
2315	0.5048761284
2316	0.5048474714
2317	0.5048358461
2318	0.5048202379
2319	0.5048019066
2320	0.5047742156
2321	0.5047555245
2322	0.5047248641
2323	0.5047175089
2324	0.5047017682
2325	0.5046633832
2326	0.5046423536
2327	0.5046264878
2328	0.5045985217
2329	0.5045803752
2330	0.504568309
2331	0.5045561928
2332	0.5045346041
2333	0.5045256085
2334	0.504505168
2335	0.5044899026
2336	0.5044622304
2337	0.504443933
2338	0.5044353852
2339	0.5044146073
2340	0.5043796944
2341	0.5043520678
2342	0.5043340651
2343	0.5043109127
2344	0.5042937163
2345	0.504269023
2346	0.5042544007
2347	0.5042387389
2348	0.5042082921
2349	0.5041942006
2350	0.504173463
2351	0.5041438119
2352	0.5041098653
2353	0.5040917525
2354	0.5040595855
2355	0.5040470172
2356	0.504032459
2357	0.5040187705
2358	0.5040026271
2359	0.5039871219
2360	0.5039712216
2361	0.5039397511
2362	0.5039190326
2363	0.503903588
2364	0.503865765
2365	0.5038435876
2366	0.5038199563
2367	0.5037912012
2368	0.5037735156
2369	0.503755909
2370	0.5037344489
2371	0.5037205534
2372	0.5036850124
2373	0.5036639395
2374	0.5036383186
2375	0.5036151388
2376	0.5035930681
2377	0.5035813506
2378	0.5035671638
2379	0.5035491074
2380	0.5035344804
2381	0.5035180617
2382	0.5035006626
2383	0.5034769066
2384	0.5034577189
2385	0.503429682
2386	0.5034134832
2387	0.5033984517
2388	0.5033737271
2389	0.5033386448
2390	0.5033235018
2391	0.5033044834
2392	0.5032887718
2393	0.5032843244
2394	0.5032649993
2395	0.5032431475
2396	0.503220463
2397	0.5031960065
2398	0.5031674044
2399	0.5031499139
2400	0.5031335037
2401	0.5031111188
2402	0.5030961271
2403	0.503081679
2404	0.5030698353
2405	0.5030421015
2406	0.5030199188
2407	0.5029909028
2408	0.5029712424
2409	0.5029446558
2410	0.502931054
2411	0.5029081764
2412	0.5028894514
2413	0.5028702894
2414	0.502839276
2415	0.5028247261
2416	0.5028063153
2417	0.5027654592
2418	0.502754964
2419	0.5027264979
2420	0.502694309
2421	0.502673424
2422	0.5026450086
2423	0.5026302219
2424	0.5026187824
2425	0.5026037722
2426	0.5025827832
2427	0.5025624648
2428	0.5025392885
2429	0.5025251137
2430	0.5025037185
2431	0.5024826197
2432	0.5024502905
2433	0.5024320139
2434	0.5024136403
2435	0.5023919656
2436	0.502379443
2437	0.5023587221
2438	0.5023391067
2439	0.5023175748
2440	0.5022942232
2441	0.5022653513
2442	0.5022466559
2443	0.5022269196
2444	0.5022160511
2445	0.5021968262
2446	0.5021651797
2447	0.5021454782
2448	0.5021114195
2449	0.5020887438
2450	0.5020703065
2451	0.5020546591
2452	0.5020316956
2453	0.50201365
2454	0.5019864412
2455	0.5019610052
2456	0.5019275257
2457	0.5019010279
2458	0.5018822167
2459	0.5018531749
2460	0.5018435772
2461	0.5018169131
2462	0.501796232
2463	0.501777909
2464	0.5017569742
2465	0.501744015
2466	0.5017316226
2467	0.5017033023
2468	0.5016862201
2469	0.5016611225
2470	0.5016355346
2471	0.5016053148
2472	0.5015797037
2473	0.5015546477
2474	0.5015407943
2475	0.5015210335
2476	0.5015071655
2477	0.5014795883
2478	0.501469794
2479	0.5014531133
2480	0.5014381443
2481	0.5014221312
2482	0.5014081565
2483	0.5013754957
2484	0.5013524095
2485	0.5013362754
2486	0.5013152761
2487	0.5012994191
2488	0.5012799906
2489	0.5012667041
2490	0.5012393259
2491	0.5012195532
2492	0.501197634
2493	0.5011755501
2494	0.5011592172
2495	0.5011454688
2496	0.501125252
2497	0.5011139745
2498	0.5011008797
2499	0.5010851746
2500	0.5010678241
2501	0.5010515133
2502	0.5010184452
2503	0.5009986892
2504	0.5009847864
2505	0.5009526027
2506	0.5009365372
2507	0.5009161842
2508	0.5008989725
2509	0.5008937137
2510	0.5008594255
2511	0.5008451256
2512	0.5008230013
2513	0.500802753
2514	0.5007941297
2515	0.5007804841
2516	0.5007574091
2517	0.5007238661
2518	0.5007034016
2519	0.5006837203
2520	0.5006541291
2521	0.5006312374
2522	0.5006064578
2523	0.500583327
2524	0.50056609
2525	0.5005500009
2526	0.5005380306
2527	0.5005273477
2528	0.5004986751
2529	0.5004787011
2530	0.5004558626
2531	0.5004278037
2532	0.5004033216
2533	0.5003942555
2534	0.5003742827
2535	0.5003393702
2536	0.5003185621
2537	0.5003014089
2538	0.5002907902
2539	0.5002726527
2540	0.500258639
2541	0.5002292087
2542	0.5002106817
2543	0.5001939572
2544	0.5001761033
2545	0.5001466057
2546	0.5001190323
2547	0.5001080189
2548	0.5000936029
2549	0.500073434
2550	0.5000557151
2551	0.5000451816
2552	0.5000249246
2553	0.5000038597
2554	0.4999875927
2555	0.4999688267
2556	0.499949384
2557	0.4999346618
2558	0.4999060179
2559	0.4998831081
2560	0.4998719461
2561	0.4998568596
2562	0.4998411934
2563	0.4998220042
2564	0.4998037147
2565	0.4997813739
2566	0.4997554932
2567	0.4997299871
2568	0.4996987686
2569	0.499680507
2570	0.4996673987
2571	0.4996528414
2572	0.4996315767
2573	0.4996013155
2574	0.4995710125
2575	0.4995484414
2576	0.499530844
2577	0.4995098867
2578	0.4994955018
2579	0.4994662302
2580	0.4994444787
2581	0.4994294917
2582	0.4994130369
2583	0.4994025794
2584	0.4993854415
2585	0.4993661464
2586	0.4993474859
2587	0.4993302439
2588	0.499303429
2589	0.4992776116
2590	0.4992575357
2591	0.499230442
2592	0.4992190483
2593	0.4992022793
2594	0.4991857762
2595	0.4991657678
2596	0.4991500094
2597	0.4991322969
2598	0.4991033915
2599	0.4990881107
2600	0.4990577027
2601	0.4990329339
2602	0.4990069668
2603	0.4989776844
2604	0.4989548921
2605	0.4989379121
2606	0.4989159522
2607	0.4989081742
2608	0.4988937187
2609	0.4988651573
2610	0.4988391939
2611	0.4988217767
2612	0.4988000807
2613	0.498777816
2614	0.498751056
2615	0.4987380541
2616	0.4987153898
2617	0.498686104
2618	0.4986697709
2619	0.4986408689
2620	0.4986231018
2621	0.4985935167
2622	0.4985716652
2623	0.4985455431
2624	0.4985266186
2625	0.4985018441
2626	0.498481921
2627	0.4984548196
2628	0.4984363995
2629	0.4984085424
2630	0.498395998
2631	0.4983803338
2632	0.4983671962
2633	0.4983533575
2634	0.4983289846
2635	0.4983171351
2636	0.4982917977
2637	0.4982643754
2638	0.4982459351
2639	0.4982329398
2640	0.4982158947
2641	0.498205327
2642	0.4981780063
2643	0.4981638744
2644	0.4981382428
2645	0.4981221841
2646	0.4981046038
2647	0.4980965023
2648	0.4980774975
2649	0.4980571365
2650	0.4980388362
2651	0.4980247659
2652	0.4980064964
2653	0.4979853475
2654	0.4979731863
2655	0.4979468542
2656	0.4979237439
2657	0.4978962855
2658	0.4978726622
2659	0.4978560468
2660	0.497835318
2661	0.4978187279
2662	0.4978026279
2663	0.4977906044
2664	0.4977704734
2665	0.4977614386
2666	0.4977430938
2667	0.4977084218
2668	0.4976877295
2669	0.4976667489
2670	0.4976515448
2671	0.4976275085
2672	0.4976149877
2673	0.4975855982
2674	0.497572399
2675	0.4975443831
2676	0.4975295172
2677	0.4975194895
2678	0.4974997732
2679	0.4974810398
2680	0.4974560916
2681	0.4974379562
2682	0.4974188264
2683	0.4973809685
2684	0.4973614343
2685	0.4973299917
2686	0.4973131269
2687	0.4972931062
2688	0.4972844222
2689	0.4972649781
2690	0.4972504709
2691	0.4972335799
2692	0.4972134345
2693	0.4971997637
2694	0.4971794551
2695	0.4971602136
2696	0.4971379338
2697	0.4971045775
2698	0.4970830547
2699	0.4970735547
2700	0.4970496247
2701	0.4970324965
2702	0.4970193099
2703	0.4969908312
2704	0.4969750807
2705	0.4969475204
2706	0.4969308337
2707	0.4969155389
2708	0.4968924374
2709	0.4968681992
2710	0.4968508164
2711	0.4968178998
2712	0.4967867862
2713	0.4967659172
2714	0.496741901
2715	0.4967214832
2716	0.4967034838
2717	0.4966798205
2718	0.4966496251
2719	0.4966299416
2720	0.4966012602
2721	0.4965778172
2722	0.4965531314
2723	0.4965414677
2724	0.4965216238
2725	0.4964980822
2726	0.4964787203
2727	0.4964592907
2728	0.4964374309
2729	0.4964189193
2730	0.4963909903
2731	0.4963789448
2732	0.4963545143
2733	0.4963352339
2734	0.4963225308
2735	0.4963104787
2736	0.4962883672
2737	0.4962729657
2738	0.4962544359
2739	0.4962414609
2740	0.4962243431
2741	0.4962095893
2742	0.4961878692
2743	0.4961677345
2744	0.4961477358
2745	0.4961320379
2746	0.4961112271
2747	0.4960808137
2748	0.4960609299
2749	0.4960330279
2750	0.4960088706
2751	0.4959914681
2752	0.4959818955
2753	0.4959680657
2754	0.4959503076
2755	0.4959359501
2756	0.4959078772
2757	0.4958825939
2758	0.4958696653
2759	0.4958465441
2760	0.4958274934
2761	0.4958063516
2762	0.4957896017
2763	0.4957701563
2764	0.4957540906
2765	0.4957206773
2766	0.4956959177
2767	0.495666742
2768	0.4956518405
2769	0.4956271805
2770	0.4956023456
2771	0.4955855561
2772	0.4955629198
2773	0.4955420032
2774	0.4955260631
2775	0.4954986415
2776	0.4954827603
2777	0.4954607551
2778	0.4954305106
2779	0.4954065855
2780	0.4953905156
2781	0.4953767931
2782	0.4953670106
2783	0.4953506268
2784	0.4953278284
2785	0.4953030975
2786	0.4952816896
2787	0.495252822
2788	0.4952227607
2789	0.4951961545
2790	0.4951796171
2791	0.4951623086
2792	0.4951446464
2793	0.4951315173
2794	0.4951051534
2795	0.4950819218
2796	0.4950510995
2797	0.495024472
2798	0.4950021906
2799	0.494985225
2800	0.49497221
2801	0.4949520515
2802	0.4949388688
2803	0.4949210852
2804	0.4948944147
2805	0.49487449
2806	0.4948489996
2807	0.4948339509
2808	0.494821865
2809	0.4947933494
2810	0.4947743375
2811	0.4947574642
2812	0.4947370537
2813	0.4947142083
2814	0.4947011955
2815	0.4946821778
2816	0.4946623465
2817	0.4946363625
2818	0.4946113205
2819	0.4945891385
2820	0.4945661793
2821	0.4945327916
2822	0.4945193062
2823	0.4944937885
2824	0.4944647314
2825	0.4944486949
2826	0.4944314807
2827	0.4944154647
2828	0.494401071
2829	0.4943844627
2830	0.4943666816
2831	0.4943390603
2832	0.4943218439
2833	0.4943091144
2834	0.49427683
2835	0.4942603757
2836	0.4942466754
2837	0.4942356501
2838	0.4942222216
2839	0.4941841153
2840	0.4941686572
2841	0.4941544068
2842	0.4941331588
2843	0.4941163575
2844	0.4940950163
2845	0.4940809998
2846	0.4940564686
2847	0.4940401151
2848	0.4940240324
2849	0.4940039064
2850	0.4939837391
2851	0.4939635945
2852	0.4939478429
2853	0.4939234577
2854	0.4938986889
2855	0.4938790355
2856	0.4938509416
2857	0.4938319906
2858	0.4938063674
2859	0.493783776
2860	0.493768413
2861	0.4937444626
2862	0.4937260813
2863	0.493709984
2864	0.4936917451
2865	0.4936737831
2866	0.4936459071
2867	0.4936274902
2868	0.4936090751
2869	0.4935960107
2870	0.4935720163
2871	0.4935524889
2872	0.4935289372
2873	0.4935097747
2874	0.4934914014
2875	0.4934593332
2876	0.4934434684
2877	0.4934290739
2878	0.4934101408
2879	0.4933919296
2880	0.493374218
2881	0.4933579869
2882	0.4933319644
2883	0.4933073495
2884	0.4932908502
2885	0.4932712064
2886	0.4932618152
2887	0.4932457233
2888	0.4932225897
2889	0.4931901753
2890	0.4931736706
2891	0.4931547948
2892	0.4931423383
2893	0.493107943
2894	0.4930861217
2895	0.4930606032
2896	0.4930451421
2897	0.4930222353
2898	0.4930130948
2899	0.4929970356
2900	0.492957079
2901	0.492930457
2902	0.4929053149
2903	0.4928911172
2904	0.4928773794
2905	0.4928498101
2906	0.4928336443
2907	0.4928137304
2908	0.492794214
2909	0.4927687824
2910	0.4927495227
2911	0.4927302239
2912	0.4927113169
2913	0.4926934961
2914	0.4926820068
2915	0.4926589783
2916	0.4926441035
2917	0.4926305194
2918	0.4926141389
2919	0.4926026892
2920	0.4925838858
2921	0.4925517084
2922	0.492530126
2923	0.4925108516
2924	0.4924998847
2925	0.4924815328
