iter	RMSE
734	0.5513972235
735	0.5513264751
736	0.5512715521
737	0.5512259664
738	0.5511723218
739	0.5510991724
740	0.5510337962
741	0.550996816
742	0.5509495697
743	0.5509021118
744	0.5508561547
745	0.5508218836
746	0.5507682467
747	0.5507254235
748	0.5506714569
749	0.5506397242
750	0.5506083393
751	0.5505871289
752	0.5505386611
753	0.5504810945
754	0.5504323866
755	0.5503899607
756	0.5503260474
757	0.55028009
758	0.5502340835
759	0.5501827049
760	0.5501316338
761	0.5500882379
762	0.5500266834
763	0.5499668084
764	0.5499174219
765	0.5498785593
766	0.5498259596
767	0.5497896765
768	0.5497300689
769	0.549695156
770	0.549645116
771	0.5496079706
772	0.5495563139
773	0.5495042466
774	0.5494507438
775	0.549408625
776	0.5493396859
777	0.5493153696
778	0.5492533084
779	0.5492108894
780	0.5491546294
781	0.5490922753
782	0.5490461183
783	0.5490098023
784	0.5489617244
785	0.5489215163
786	0.5488744793
787	0.5488210162
788	0.5487794979
789	0.5487460777
790	0.5486980137
791	0.5486596483
792	0.5486140345
793	0.5485645073
794	0.5485101835
795	0.5484734736
796	0.5484163246
797	0.5483812112
798	0.5483477103
799	0.5483201986
800	0.5482807889
801	0.5482527738
802	0.5482029532
803	0.5481509856
804	0.5480964738
805	0.5480231758
806	0.547996083
807	0.5479373952
808	0.5479046197
809	0.5478588606
810	0.5478181505
811	0.547760646
812	0.5477307837
813	0.5476859216
814	0.547645198
815	0.5475852976
816	0.5475447646
817	0.5474927017
818	0.5474588728
819	0.5474122576
820	0.5473636982
821	0.5473121009
822	0.5472983964
823	0.5472601152
824	0.5472190526
825	0.5471811091
826	0.5471438648
827	0.5471092093
828	0.5470654114
829	0.5470234934
830	0.5469857586
831	0.5469434078
832	0.5468922773
833	0.5468403958
834	0.5468100855
835	0.5467639799
836	0.5467348752
837	0.5466898634
838	0.5466367411
839	0.5465853135
840	0.5465433159
841	0.5464916372
842	0.5464268422
843	0.5463787593
844	0.5463286282
845	0.5462828116
846	0.5462382781
847	0.5461829443
848	0.5461258772
849	0.5461030639
850	0.5460480888
851	0.5460140366
852	0.545959443
853	0.5459051615
854	0.5458690789
855	0.5458127898
856	0.5457769896
857	0.5457344004
858	0.5456734618
859	0.5456185658
860	0.5455704386
861	0.5455266356
862	0.5454860213
863	0.5454376243
864	0.5454155988
865	0.5453814626
866	0.5453271682
867	0.5452819847
868	0.5452383644
869	0.5451959627
870	0.5451494811
871	0.5451062455
872	0.545064092
873	0.5450060822
874	0.5449485558
875	0.5448981666
876	0.544862941
877	0.5448275106
878	0.5447824981
879	0.5447344123
880	0.5446897341
881	0.5446531093
882	0.5445969131
883	0.5445588685
884	0.5445076093
885	0.5444458229
886	0.5444029865
887	0.5443757648
888	0.5443433051
889	0.5443113532
890	0.5442619847
891	0.5442122187
892	0.5441648562
893	0.5441346558
894	0.5440828071
895	0.54404821
896	0.5440179734
897	0.5439772483
898	0.543924831
899	0.5438801485
900	0.5438328845
901	0.5438031353
902	0.5437706817
903	0.5437149331
904	0.5436940715
905	0.5436334621
906	0.5435976422
907	0.5435538212
908	0.5435063256
909	0.5434688711
910	0.5434307477
911	0.5433951969
912	0.5433506566
913	0.5433148065
914	0.5432863792
915	0.543257686
916	0.5432369895
917	0.5432057423
918	0.5431604664
919	0.5431200355
920	0.5430951507
921	0.5430385885
922	0.5429820788
923	0.542945272
924	0.542900955
925	0.5428667825
926	0.5428224886
927	0.5427773744
928	0.5427388124
929	0.5426992691
930	0.542655316
931	0.5426178227
932	0.5425686621
933	0.5425285152
934	0.5424848572
935	0.5424636394
936	0.5424347153
937	0.5423978833
938	0.5423728552
939	0.5423256173
940	0.5422870437
941	0.5422422207
942	0.5421996672
943	0.5421615636
944	0.5421305294
945	0.5420957364
946	0.5420509563
947	0.541998518
948	0.541947083
949	0.5419131924
950	0.5418871193
951	0.541842446
952	0.5418123238
953	0.5417884855
954	0.5417531344
955	0.5417239936
956	0.5416774894
957	0.5416297132
958	0.5416129778
959	0.5415730782
960	0.5415276111
961	0.5414882711
962	0.5414469697
963	0.5414189602
964	0.5413782961
965	0.5413337063
966	0.5412762735
967	0.5412408297
968	0.5411903767
969	0.5411602071
970	0.5411329771
971	0.5410991262
972	0.5410721558
973	0.5410281685
974	0.5409949435
975	0.5409669252
976	0.5409241512
977	0.540884449
978	0.5408556644
979	0.5408276256
980	0.5407935467
981	0.5407594947
982	0.5407307082
983	0.5406921915
984	0.5406564193
985	0.5406220262
986	0.5405918437
987	0.5405695099
988	0.5405268357
989	0.5404837421
990	0.5404592106
991	0.5404087772
992	0.5403788735
993	0.5403459589
994	0.5403163002
995	0.5402865485
996	0.5402539802
997	0.5402106249
998	0.540178645
999	0.5401545409
1000	0.5401144322
1001	0.5400742798
1002	0.5400474592
1003	0.5400212623
1004	0.539997976
1005	0.539960794
1006	0.5399208859
1007	0.539883564
1008	0.5398539148
1009	0.5398348397
1010	0.5397997589
1011	0.5397548786
1012	0.5397225507
1013	0.5396982979
1014	0.5396757165
1015	0.5396476021
1016	0.5396130626
1017	0.5395825613
1018	0.5395464974
1019	0.5395016307
1020	0.5394666255
1021	0.5394356516
1022	0.5394086346
1023	0.5393653715
1024	0.5393421634
1025	0.5393098759
1026	0.5392732824
1027	0.5392440219
1028	0.5392072212
1029	0.5391855492
1030	0.5391603462
1031	0.539126941
1032	0.5390864819
1033	0.539055207
1034	0.5390268023
1035	0.5389950689
1036	0.5389590443
1037	0.5389266853
1038	0.5388892447
1039	0.5388509417
1040	0.538820812
1041	0.5387827508
1042	0.5387425822
1043	0.5387227368
1044	0.5386941121
1045	0.5386734923
1046	0.5386429941
1047	0.5386171099
1048	0.5385915425
1049	0.5385590945
1050	0.5385278064
1051	0.5384912258
1052	0.5384582795
1053	0.538417029
1054	0.5383603252
1055	0.5383269104
1056	0.5382945505
1057	0.5382610447
1058	0.5382330268
1059	0.5382128339
1060	0.5381792809
1061	0.5381201777
1062	0.5380880187
1063	0.5380598711
1064	0.5380308299
1065	0.5380126148
1066	0.537954133
1067	0.5379189964
1068	0.5378908871
1069	0.5378396491
1070	0.5378058143
1071	0.5377813015
1072	0.5377309379
1073	0.5376936156
1074	0.5376540677
1075	0.5376090764
1076	0.537568554
1077	0.537541213
1078	0.5375040786
1079	0.5374503684
1080	0.537401428
1081	0.5373693222
1082	0.5373499945
1083	0.5373236218
1084	0.5372752155
1085	0.537222408
1086	0.5371715027
1087	0.5371083979
1088	0.5370539546
1089	0.5370301731
1090	0.5369966363
1091	0.5369696675
1092	0.5369315653
1093	0.5368926203
1094	0.5368566612
1095	0.5368332363
1096	0.536794445
1097	0.5367770046
1098	0.5367414644
1099	0.5366958205
1100	0.5366651014
1101	0.5366367348
1102	0.5366100174
1103	0.536582528
1104	0.5365296475
1105	0.5364736272
1106	0.5364454886
1107	0.5364044812
1108	0.5363681419
1109	0.5363220533
1110	0.5362973703
1111	0.5362585574
1112	0.5362169896
1113	0.5361790733
1114	0.5361281744
1115	0.5361015342
1116	0.5360437348
1117	0.5360104818
1118	0.5359731818
1119	0.5359487783
1120	0.5359124847
1121	0.5358882227
1122	0.5358585874
1123	0.5358312228
1124	0.5357946017
1125	0.5357531717
1126	0.5357259869
1127	0.5356936633
1128	0.5356593412
1129	0.5356281525
1130	0.5355906348
1131	0.5355632674
1132	0.53552431
1133	0.5354918473
1134	0.5354610733
1135	0.5354239279
1136	0.5353855078
1137	0.535344806
1138	0.5353157768
1139	0.5352871766
1140	0.5352534817
1141	0.5352215814
1142	0.5351844819
1143	0.5351660187
1144	0.5351295358
1145	0.5350948699
1146	0.5350557699
1147	0.5350026729
1148	0.5349809416
1149	0.5349526031
1150	0.5349153442
1151	0.5348903278
1152	0.5348542763
1153	0.5348301025
1154	0.5347967262
1155	0.5347562501
1156	0.5347255442
1157	0.5347022681
1158	0.5346768129
1159	0.5346380567
1160	0.5346080674
1161	0.5345900219
1162	0.5345624042
1163	0.5345324082
1164	0.5345115934
1165	0.5344663194
1166	0.5344298245
1167	0.5343810445
1168	0.5343508244
1169	0.534314594
1170	0.5342761314
1171	0.5342442826
1172	0.5342177801
1173	0.5341946314
1174	0.5341689045
1175	0.534151732
1176	0.5341232711
1177	0.5340957957
1178	0.5340663503
1179	0.5340364577
1180	0.5339971732
1181	0.5339663222
1182	0.5339359626
1183	0.5338949179
1184	0.5338705871
1185	0.5338498171
1186	0.5338090202
1187	0.5337847177
1188	0.5337504926
1189	0.5337193379
1190	0.5336756977
1191	0.5336499484
1192	0.5336336869
1193	0.533600329
1194	0.5335543594
1195	0.5335100711
1196	0.5334666235
1197	0.533432913
1198	0.5333985367
1199	0.5333696998
1200	0.5333365476
1201	0.5333025096
1202	0.5332863818
1203	0.5332573469
1204	0.5332330122
1205	0.5332082163
1206	0.5331789973
1207	0.5331478325
1208	0.5331038177
1209	0.5330765499
1210	0.5330260013
1211	0.5329940524
1212	0.5329516513
1213	0.5329184315
1214	0.532876085
1215	0.5328429361
1216	0.5328152622
1217	0.5327890862
1218	0.5327651126
1219	0.5327418106
1220	0.5327189938
1221	0.532686209
1222	0.532640735
1223	0.5325927907
1224	0.5325547041
1225	0.532536839
1226	0.5325201261
1227	0.5324907272
1228	0.5324695193
1229	0.5324434096
1230	0.5324136175
1231	0.5323790281
1232	0.5323289325
1233	0.5323055889
1234	0.5322828853
1235	0.5322458508
1236	0.5322159409
1237	0.5321860727
1238	0.5321454729
1239	0.5321206865
1240	0.5320977115
1241	0.5320696618
1242	0.5320362436
1243	0.5320094694
1244	0.5319810106
1245	0.5319221547
1246	0.5319027561
1247	0.5318571668
1248	0.5318345932
1249	0.5318116811
1250	0.5317947085
1251	0.5317470102
1252	0.5317218027
1253	0.5316945602
1254	0.5316544128
1255	0.5316279071
1256	0.5316091533
1257	0.5315858923
1258	0.5315202419
1259	0.5314850402
1260	0.531443626
1261	0.5314067523
1262	0.5313665835
1263	0.5313355431
1264	0.5312864623
1265	0.531264986
1266	0.5312318708
1267	0.5312057768
1268	0.5311783901
1269	0.5311266008
1270	0.5310973761
1271	0.5310494548
1272	0.531032363
1273	0.5309938533
1274	0.5309591632
1275	0.5309302362
1276	0.5309091728
1277	0.5308702901
1278	0.5308242883
1279	0.530803117
1280	0.5307668071
1281	0.5307467757
1282	0.5307057603
1283	0.5306705458
1284	0.530644156
1285	0.5306077965
1286	0.5305813349
1287	0.5305509356
1288	0.5305279409
1289	0.5304941214
1290	0.5304535146
1291	0.5304258814
1292	0.5303973882
1293	0.5303741266
1294	0.5303521648
1295	0.530327303
1296	0.5302874022
1297	0.5302578143
1298	0.5302298695
1299	0.5302066202
1300	0.5301837728
1301	0.5301634364
1302	0.5301209094
1303	0.5300883855
1304	0.5300603569
1305	0.5300172618
1306	0.5299724969
1307	0.5299309156
1308	0.5299116431
1309	0.5298874307
1310	0.5298531327
1311	0.5298129964
1312	0.5297864333
1313	0.5297488023
1314	0.5297079941
1315	0.5296755897
1316	0.5296455471
1317	0.5295971179
1318	0.5295684434
1319	0.5295401235
1320	0.5295098364
1321	0.5294728142
1322	0.5294512432
1323	0.5294144265
1324	0.5293827723
1325	0.5293540788
1326	0.529328408
1327	0.5292942611
1328	0.5292651021
1329	0.5292376763
1330	0.5292126032
1331	0.5291788199
1332	0.5291572687
1333	0.529122003
1334	0.5290913613
1335	0.5290789901
1336	0.5290402483
1337	0.5289935794
1338	0.5289723764
1339	0.52894477
1340	0.5289116737
1341	0.5288894402
1342	0.5288580688
1343	0.5288327956
1344	0.5288067417
1345	0.5287811193
1346	0.5287500282
1347	0.5287206009
1348	0.5286994623
1349	0.5286878855
1350	0.5286569314
1351	0.5286225645
1352	0.5285922681
1353	0.5285680569
1354	0.5285424551
1355	0.5285144573
1356	0.5284871799
1357	0.5284515225
1358	0.5284249533
1359	0.5283935519
1360	0.5283588129
1361	0.5283204358
1362	0.5282931437
1363	0.5282709781
1364	0.5282495281
1365	0.5282269461
1366	0.5281889958
1367	0.528148565
1368	0.5281230313
1369	0.5280876798
1370	0.5280569905
1371	0.5280223835
1372	0.5279972422
1373	0.5279516011
1374	0.5279138666
1375	0.5278866553
1376	0.527859667
1377	0.5278215223
1378	0.5277969704
1379	0.5277682774
1380	0.5277430194
1381	0.5277206945
1382	0.5276892195
1383	0.5276570506
1384	0.5276249391
1385	0.5275928192
1386	0.5275699029
1387	0.5275422304
1388	0.5275196992
1389	0.5274972434
1390	0.5274720441
1391	0.5274372349
1392	0.5274055089
1393	0.5273799574
1394	0.5273489001
1395	0.5273170617
1396	0.5272940629
1397	0.5272656273
1398	0.5272363062
1399	0.5272156416
1400	0.5271884488
1401	0.5271764303
1402	0.5271608108
1403	0.5271345846
1404	0.5271033817
1405	0.5270632852
1406	0.5270215112
1407	0.5270009916
1408	0.5269828034
1409	0.5269679674
1410	0.5269331769
1411	0.5268989409
1412	0.5268471822
1413	0.5268354598
1414	0.526794147
1415	0.5267692198
1416	0.5267412182
1417	0.5267066484
1418	0.5266695183
1419	0.5266468623
1420	0.5266287716
1421	0.5266032995
1422	0.5265828718
1423	0.526558247
1424	0.5265365861
1425	0.5265197607
1426	0.5265012602
1427	0.526468137
1428	0.5264540832
1429	0.526415814
1430	0.5263815209
1431	0.5263607928
1432	0.5263302182
1433	0.5262837031
1434	0.5262501057
1435	0.5262239675
1436	0.5261885635
1437	0.5261506159
1438	0.5261176033
1439	0.5260940751
1440	0.5260823933
1441	0.5260497983
1442	0.5260033132
1443	0.5259764659
1444	0.5259283051
1445	0.5259025732
1446	0.5258690552
1447	0.5258390407
1448	0.5257950504
1449	0.5257593241
1450	0.5257388131
1451	0.5257221848
1452	0.5257025888
1453	0.5256611488
1454	0.5256185346
1455	0.5255976998
1456	0.5255620295
1457	0.5255366966
1458	0.5255044864
1459	0.5254825547
1460	0.5254600583
1461	0.5254230979
1462	0.5253989358
1463	0.5253813677
1464	0.525361562
1465	0.5253332698
1466	0.5253067994
1467	0.5252855424
1468	0.5252603632
1469	0.525235547
1470	0.5252159098
1471	0.5251900879
1472	0.525170428
1473	0.5251536944
1474	0.5251113276
1475	0.5250819577
1476	0.5250554164
1477	0.5250355364
1478	0.5250109383
1479	0.5249812779
1480	0.5249537348
1481	0.5249266205
1482	0.5248904993
1483	0.524870395
1484	0.5248423424
1485	0.5248017034
1486	0.524777597
1487	0.524756444
1488	0.5247222418
1489	0.5246839375
1490	0.5246589405
1491	0.5246371849
1492	0.5246120738
1493	0.5245748751
1494	0.5245285736
1495	0.5245041511
1496	0.5244714436
1497	0.5244354467
1498	0.5244067084
1499	0.5243843297
1500	0.5243510841
1501	0.52431614
1502	0.5242906139
1503	0.5242647302
1504	0.5242457417
1505	0.5242012346
1506	0.5241688761
1507	0.5241429869
1508	0.5241080332
1509	0.524079069
1510	0.5240590275
1511	0.5240334265
1512	0.5240106988
